Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
8/17/18,República,-23.5436,-46.6434,109879,15,28,29,8,33,38,15,11,NORMAL,6707
8/14/19,Campo Belo,-23.6188,-46.6823,24343,36,65,7,17,43,43,17,28,REABASTECER,15704
10/12/19,Campo Belo,-23.6188,-46.6823,23552,86,50,5,9,17,35,43,13,REABASTECER,15762
4/7/19,Eucaliptos,-23.61,-46.6686,25502,50,42,27,1,14,22,43,31,NORMAL,16297
7/1/18,Moema,-23.5489,-46.6388,17286,51,37,32,41,43,43,32,43,NORMAL,16741
8/27/19,Hospital São Paulo,-23.5984,-46.6455,27436,37,17,36,42,43,38,9,9,NORMAL,16893
5/7/18,Paraíso,-23.57677,-46.63933,70628,59,26,31,43,31,23,10,2,REABASTECER,127
7/17/18,Pinheiros,-23.5664,-46.703,76599,66,43,46,33,33,32,32,8,NORMAL,8837
3/15/18,Moema,-23.5489,-46.6388,18156,60,16,53,37,5,9,32,2,NORMAL,16635
9/10/19,Campo Belo,-23.6188,-46.6823,24730,41,30,23,33,25,40,37,11,NORMAL,15730
3/15/18,Paraíso,-23.57677,-46.63933,70858,49,17,60,28,35,15,43,9,NORMAL,75
10/29/18,Brigadeiro,-23.5683,-46.6482,48934,31,55,58,8,31,24,39,14,NORMAL,1019
11/20/18,Paraíso,-23.57677,-46.63933,71849,39,24,22,21,29,41,15,35,NORMAL,320
12/30/19,Brigadeiro,-23.5683,-46.6482,46538,86,55,6,12,37,25,36,43,REABASTECER,1440
2/8/19,Pinheiros,-23.5664,-46.703,76833,57,48,38,29,13,33,43,40,NORMAL,9038
3/13/19,Pinheiros,-23.5664,-46.703,78038,70,46,11,40,32,4,38,37,REABASTECER,9073
8/17/19,Brigadeiro,-23.5683,-46.6482,46247,86,35,13,26,26,32,43,29,NORMAL,1307
8/6/18,Brigadeiro,-23.5683,-46.6482,48814,63,22,42,43,43,41,31,38,NORMAL,936
12/24/19,Brigadeiro,-23.5683,-46.6482,46288,61,27,49,30,18,43,15,26,NORMAL,1434
6/8/19,Trianon-Masp,-23.5634,-46.6544,44360,52,38,2,7,29,25,13,25,NORMAL,1958
8/9/19,São Joaquim,-23.5618,-46.6389,32877,86,19,55,12,26,14,12,29,NORMAL,12819
9/12/19,Brigadeiro,-23.5683,-46.6482,48150,13,36,42,19,7,42,43,13,NORMAL,1332
6/28/18,Consolação,-23.5581,-46.6606,112315,52,59,4,26,28,22,7,6,NORMAL,2338
11/19/18,São Judas,-23.6255,-46.6411,14158,30,26,40,31,20,12,22,25,NORMAL,13279
7/8/19,Consolação,-23.5581,-46.6606,113708,73,43,1,17,21,3,37,35,NORMAL,2708
2/21/18,Vila Mariana,-23.5895,-46.6346,22635,36,27,44,11,29,24,22,5,REABASTECER,13731
3/16/18,Consolação,-23.5581,-46.6606,114108,42,56,12,32,3,28,18,27,REABASTECER,2236
5/23/19,Tamanduateí,-23.5929,-46.5897,50665,5,51,11,39,26,39,29,37,REABASTECER,3383
3/30/19,Consolação,-23.5581,-46.6606,113970,15,28,56,16,35,28,25,39,NORMAL,2610
6/7/19,Brás,-23.5451,-46.6162,73175,11,36,37,13,18,15,37,3,NORMAL,4837
10/26/19,Barra Funda,-23.5542,-46.6707,147797,20,60,15,36,43,6,27,9,REABASTECER,5696
3/2/18,República,-23.5436,-46.6434,110637,22,54,65,20,4,24,11,15,NORMAL,6542
8/12/18,República,-23.5436,-46.6434,110898,66,49,65,17,11,11,34,27,NORMAL,6702
12/17/18,República,-23.5436,-46.6434,108366,66,62,38,18,27,31,9,26,NORMAL,6827
2/20/18,São Joaquim,-23.5618,-46.6389,34908,27,36,29,20,16,11,21,37,NORMAL,12290
2/23/18,Vila Mariana,-23.5895,-46.6346,21315,13,14,33,10,17,16,16,39,NORMAL,13733
3/4/19,São Judas,-23.6255,-46.6411,15495,57,39,46,9,24,40,8,30,NORMAL,13384
10/26/19,Vila Mariana,-23.5895,-46.6346,24355,20,56,14,31,34,23,43,22,NORMAL,14336
4/21/18,Campo Belo,-23.6188,-46.6823,24748,44,55,28,14,4,42,21,6,NORMAL,15231
9/11/18,Campo Belo,-23.6188,-46.6823,23991,37,10,37,38,11,8,13,1,REABASTECER,15371
9/8/19,República,-23.5436,-46.6434,107312,78,41,14,6,43,25,29,43,REABASTECER,7088
6/14/18,Luz,-23.5365,-46.6332,126125,14,65,51,25,14,14,38,24,NORMAL,10964
6/22/18,Luz,-23.5365,-46.6332,124635,21,19,58,40,24,42,11,33,NORMAL,10972
9/15/18,Luz,-23.5365,-46.6332,127635,66,12,12,30,2,16,30,30,NORMAL,11055
12/20/19,São Joaquim,-23.5618,-46.6389,32678,36,48,32,17,23,43,21,26,NORMAL,12950
12/16/19,Vila Mariana,-23.5895,-46.6346,21209,40,27,19,40,37,36,43,4,REABASTECER,14386
5/20/18,Campo Belo,-23.6188,-46.6823,24666,15,65,15,8,17,35,38,13,NORMAL,15260
10/13/18,Campo Belo,-23.6188,-46.6823,24400,76,42,20,1,19,37,21,40,REABASTECER,15403
8/7/19,Campo Belo,-23.6188,-46.6823,25667,17,45,58,29,26,28,34,11,NORMAL,15697
12/22/19,Eucaliptos,-23.61,-46.6686,22376,35,49,33,42,43,43,27,16,NORMAL,16552
10/3/19,Hospital São Paulo,-23.5984,-46.6455,24874,32,34,52,33,23,43,32,34,NORMAL,16929
10/13/19,Hospital São Paulo,-23.5984,-46.6455,27137,7,28,48,6,30,10,37,39,REABASTECER,16939
1/16/18,Brigadeiro,-23.5683,-46.6482,48671,21,34,14,28,30,26,20,30,NORMAL,736
4/25/19,Consolação,-23.5581,-46.6606,114243,38,5,4,24,19,29,3,23,REABASTECER,2635
8/18/19,Tamanduateí,-23.5929,-46.5897,52008,47,4,56,23,38,10,31,12,REABASTECER,3468
10/15/19,Tamanduateí,-23.5929,-46.5897,50402,11,57,46,21,12,10,30,29,NORMAL,3525
10/30/19,Sé,-23.55,-46.6333,191317,2,61,20,12,11,43,23,24,NORMAL,4260
7/28/19,Tatuapé,-23.5402,-46.5765,70236,64,32,15,32,9,9,37,31,NORMAL,6328
6/7/18,República,-23.5436,-46.6434,110492,24,17,61,29,22,9,43,17,NORMAL,6637
7/22/19,Brooklin,-23.6263,-46.6878,28139,57,25,31,10,15,15,7,36,NORMAL,14962
10/26/18,República,-23.5436,-46.6434,111008,50,35,10,43,32,26,16,14,NORMAL,6776
8/30/19,Tatuapé,-23.5402,-46.5765,68818,34,29,6,5,43,28,33,36,NORMAL,6360
12/15/19,Higienópolis-Mackenzie,-23.5488,-46.6519,90249,59,31,30,30,11,33,38,9,NORMAL,7905
,Paraíso,-23.57677,-46.63933,73021,26,10,4,23,37,42,3,26,REABASTECER,420
12/4/19,Butantã,-23.5844,-46.7252,64760,54,38,36,22,31,18,31,2,NORMAL,10054
2/26/19,Fradique Coutinho,-23.5661,-46.6841,36089,66,65,57,31,3,36,15,5,REABASTECER,10496
4/7/18,Ana Rosa,-23.5813,-46.6383,64310,18,43,65,17,14,29,36,10,NORMAL,11617
5/21/18,Ana Rosa,-23.5813,-46.6383,65267,12,31,20,7,38,19,35,14,NORMAL,11661
4/27/19,Ana Rosa,-23.5813,-46.6383,66419,65,34,59,4,9,28,37,43,NORMAL,11997
8/1/18,Vila Mariana,-23.5895,-46.6346,21379,68,12,65,22,25,4,38,43,NORMAL,13891
1/17/18,Brooklin,-23.6263,-46.6878,26775,25,18,6,21,28,26,21,28,REABASTECER,14417
11/16/18,Brooklin,-23.6263,-46.6878,27540,70,58,32,1,32,43,17,10,REABASTECER,14716
7/29/19,Brooklin,-23.6263,-46.6878,26999,74,48,51,28,31,26,19,43,NORMAL,14969
2/1/18,Brigadeiro,-23.5683,-46.6482,49329,61,17,48,34,11,30,5,16,NORMAL,751
2/13/19,Consolação,-23.5581,-46.6606,114516,43,65,46,34,28,43,5,6,NORMAL,2563
7/22/19,Sé,-23.55,-46.6333,194640,14,39,49,10,7,15,37,6,REABASTECER,4162
2/8/18,Pinheiros,-23.5664,-46.703,77840,55,28,3,13,32,27,10,43,REABASTECER,8678
8/27/19,Brás,-23.5451,-46.6162,71875,86,51,65,34,22,15,20,43,NORMAL,4917
9/28/19,Brás,-23.5451,-46.6162,71919,16,53,52,43,31,12,32,6,REABASTECER,4948
1/24/19,Pinheiros,-23.5664,-46.703,78165,19,5,15,43,30,39,12,11,REABASTECER,9024
9/22/18,Barra Funda,-23.5542,-46.6707,147069,14,51,29,27,6,26,28,15,REABASTECER,5302
4/14/18,Fradique Coutinho,-23.5661,-46.6841,34448,18,65,6,10,15,27,18,19,NORMAL,10184
11/18/18,Barra Funda,-23.5542,-46.6707,149593,4,53,65,32,7,9,11,43,REABASTECER,5358
8/16/18,Butantã,-23.5844,-46.7252,65648,79,10,60,33,7,43,16,37,NORMAL,9586
12/20/18,Butantã,-23.5844,-46.7252,67549,12,47,65,43,28,43,20,31,REABASTECER,9710
8/5/19,Butantã,-23.5844,-46.7252,66442,86,12,65,43,7,36,43,24,NORMAL,9935
5/16/18,Fradique Coutinho,-23.5661,-46.6841,34686,58,55,30,27,43,9,43,10,NORMAL,10216
10/27/19,Luz,-23.5365,-46.6332,127366,37,15,17,34,24,30,43,19,NORMAL,11457
3/27/18,Luz,-23.5365,-46.6332,124881,86,56,61,5,11,24,39,43,REABASTECER,10887
12/2/18,República,-23.5436,-46.6434,107967,31,28,65,24,10,43,26,6,REABASTECER,6812
7/11/19,Ana Rosa,-23.5813,-46.6383,65528,57,23,55,19,11,40,33,40,NORMAL,12071
8/14/19,Ana Rosa,-23.5813,-46.6383,67059,86,46,37,42,9,13,37,22,NORMAL,12104
8/16/18,Faria Lima,-23.5675,-46.6929,51056,86,28,65,40,6,43,34,11,NORMAL,8146
12/27/18,Faria Lima,-23.5675,-46.6929,51336,28,44,65,32,43,43,13,43,NORMAL,8277
3/16/18,Pinheiros,-23.5664,-46.703,76682,25,63,3,27,3,38,32,13,REABASTECER,8716
9/16/18,Pinheiros,-23.5664,-46.703,79794,79,12,52,20,13,19,14,26,NORMAL,8896
11/26/19,Hospital São Paulo,-23.5984,-46.6455,27471,86,37,20,2,25,40,38,26,REABASTECER,16982
6/28/18,Fradique Coutinho,-23.5661,-46.6841,33603,86,38,10,32,13,20,35,6,REABASTECER,10258
12/23/18,Fradique Coutinho,-23.5661,-46.6841,36185,16,37,40,24,39,16,14,43,NORMAL,10433
11/17/18,Paraíso,-23.57677,-46.63933,71214,75,46,47,32,41,2,29,3,REABASTECER,317
12/3/19,Paraíso,-23.57677,-46.63933,73360,37,16,65,27,5,33,8,25,REABASTECER,693
3/29/19,Luz,-23.5365,-46.6332,124150,66,65,44,8,14,16,9,37,NORMAL,11249
1/20/19,Fradique Coutinho,-23.5661,-46.6841,33064,86,18,53,26,23,13,32,17,NORMAL,10460
3/4/19,Fradique Coutinho,-23.5661,-46.6841,33540,78,23,65,8,15,10,27,14,NORMAL,10504
3/25/19,Fradique Coutinho,-23.5661,-46.6841,34383,37,26,52,27,26,8,21,25,NORMAL,10525
9/30/18,Trianon-Masp,-23.5634,-46.6544,45524,49,1,65,42,3,18,24,9,REABASTECER,1710
4/21/19,Trianon-Masp,-23.5634,-46.6544,45281,56,47,31,23,41,42,25,6,REABASTECER,1911
6/7/19,Trianon-Masp,-23.5634,-46.6544,42286,60,48,11,12,34,28,15,27,NORMAL,1957
1/20/19,Consolação,-23.5581,-46.6606,113783,86,17,21,25,34,39,22,12,NORMAL,2540
10/5/18,Faria Lima,-23.5675,-46.6929,53661,42,65,48,28,33,23,43,14,NORMAL,8195
11/28/18,Pinheiros,-23.5664,-46.703,76196,64,3,65,4,37,11,7,37,REABASTECER,8968
3/8/18,Butantã,-23.5844,-46.7252,64563,25,65,60,24,9,11,25,32,NORMAL,9428
12/12/18,Tatuapé,-23.5402,-46.5765,69858,48,23,5,33,25,21,23,14,REABASTECER,6102
3/27/18,Fradique Coutinho,-23.5661,-46.6841,35700,24,58,57,11,32,5,37,43,NORMAL,10167
1/13/18,Luz,-23.5365,-46.6332,126036,53,44,43,17,32,15,37,34,NORMAL,10813
4/8/19,Fradique Coutinho,-23.5661,-46.6841,35185,75,27,41,42,17,18,10,25,NORMAL,10538
12/26/19,Fradique Coutinho,-23.5661,-46.6841,35998,63,5,27,9,37,35,36,26,NORMAL,10796
7/14/18,Faria Lima,-23.5675,-46.6929,53897,47,3,24,8,19,24,43,5,REABASTECER,8114
11/21/19,Faria Lima,-23.5675,-46.6929,51041,57,7,36,7,21,13,41,26,NORMAL,8601
5/1/18,Ana Rosa,-23.5813,-46.6383,65802,42,42,36,30,43,2,32,43,REABASTECER,11641
5/12/18,São Joaquim,-23.5618,-46.6389,34814,21,32,21,16,37,28,43,2,REABASTECER,12372
9/13/18,Ana Rosa,-23.5813,-46.6383,65337,64,24,49,43,32,37,5,30,NORMAL,11773
4/17/18,Brigadeiro,-23.5683,-46.6482,45954,6,17,17,29,30,3,43,7,REABASTECER,827
12/3/18,Ana Rosa,-23.5813,-46.6383,65125,86,40,57,43,26,28,4,16,NORMAL,11853
1/27/19,Paraíso,-23.57677,-46.63933,71527,77,16,37,31,37,43,9,33,NORMAL,387
6/18/18,Brigadeiro,-23.5683,-46.6482,48345,78,56,35,25,26,6,17,27,NORMAL,888
2/7/19,São Joaquim,-23.5618,-46.6389,34422,47,9,56,43,29,8,30,43,NORMAL,12637
4/10/19,Trianon-Masp,-23.5634,-46.6544,44200,79,63,46,17,43,28,30,7,NORMAL,1900
6/17/19,São Joaquim,-23.5618,-46.6389,34996,78,6,45,34,18,36,11,9,REABASTECER,12767
3/25/19,Brigadeiro,-23.5683,-46.6482,47380,86,40,32,16,19,4,43,8,REABASTECER,1165
4/24/19,Brigadeiro,-23.5683,-46.6482,48982,57,56,24,4,27,43,26,11,REABASTECER,1194
3/18/18,São Judas,-23.6255,-46.6411,16434,25,15,12,3,29,15,18,9,REABASTECER,13038
8/29/18,Trianon-Masp,-23.5634,-46.6544,44438,19,65,27,25,43,34,10,15,NORMAL,1679
5/25/19,Trianon-Masp,-23.5634,-46.6544,45553,86,60,38,6,33,18,21,31,NORMAL,1945
3/21/18,Vila Mariana,-23.5895,-46.6346,22211,4,29,32,12,37,41,35,23,REABASTECER,13761
4/11/18,Consolação,-23.5581,-46.6606,112442,38,24,42,35,28,37,8,3,NORMAL,2261
5/28/18,Consolação,-23.5581,-46.6606,111815,5,56,27,22,15,30,41,28,REABASTECER,2308
8/9/19,Vila Mariana,-23.5895,-46.6346,24528,13,56,3,12,29,14,23,23,REABASTECER,14259
9/22/19,Consolação,-23.5581,-46.6606,112032,54,46,31,43,40,25,24,37,NORMAL,2782
11/18/18,Sé,-23.55,-46.6333,194906,28,55,2,39,14,8,25,14,REABASTECER,3918
7/13/18,Tamanduateí,-23.5929,-46.5897,52753,64,62,65,43,37,2,43,2,REABASTECER,3073
,Brooklin,-23.6263,-46.6878,29449,86,39,59,35,4,32,19,31,REABASTECER,14819
5/6/19,Tatuapé,-23.5402,-46.5765,67717,12,5,14,38,31,38,43,26,NORMAL,6246
12/11/19,Campo Belo,-23.6188,-46.6823,23632,50,15,45,39,43,43,23,36,NORMAL,15821
1/2/19,Eucaliptos,-23.61,-46.6686,22733,37,58,18,42,11,30,32,35,NORMAL,16202
5/14/18,Paraíso,-23.57677,-46.63933,71579,78,43,50,29,5,37,27,19,NORMAL,134
10/24/18,Paraíso,-23.57677,-46.63933,71311,41,65,9,26,6,37,35,16,NORMAL,294
2/9/18,Pinheiros,-23.5664,-46.703,76086,44,26,65,11,26,22,8,40,NORMAL,8679
7/16/19,Paraíso,-23.57677,-46.63933,70839,86,50,43,21,21,37,43,31,NORMAL,556
11/4/19,República,-23.5436,-46.6434,107698,69,39,38,18,40,13,31,30,NORMAL,7144
5/24/19,Brigadeiro,-23.5683,-46.6482,47149,33,9,65,30,31,26,25,19,NORMAL,1224
2/3/19,República,-23.5436,-46.6434,108710,49,56,5,30,13,13,7,12,REABASTECER,6873
4/23/18,Trianon-Masp,-23.5634,-46.6544,44938,18,23,8,9,43,19,20,11,NORMAL,1553
9/23/18,Tamanduateí,-23.5929,-46.5897,51974,44,44,3,35,39,8,3,31,REABASTECER,3143
8/13/19,Butantã,-23.5844,-46.7252,66197,6,24,14,28,20,43,8,31,REABASTECER,9943
7/3/18,Butantã,-23.5844,-46.7252,67519,43,52,23,7,11,8,36,31,NORMAL,9543
11/20/19,São Joaquim,-23.5618,-46.6389,35642,79,57,48,25,5,7,16,30,NORMAL,12920
2/19/19,Paraíso,-23.57677,-46.63933,71572,50,6,15,43,39,29,5,29,REABASTECER,409
10/29/19,Trianon-Masp,-23.5634,-46.6544,45309,52,21,14,22,11,11,36,30,NORMAL,2099
12/11/19,Consolação,-23.5581,-46.6606,111799,38,28,12,22,32,15,13,43,NORMAL,2861
8/8/18,Brás,-23.5451,-46.6162,70545,31,53,39,11,7,32,26,41,NORMAL,4538
4/5/19,Barra Funda,-23.5542,-46.6707,149784,54,34,16,17,43,10,2,5,REABASTECER,5495
4/20/19,Barra Funda,-23.5542,-46.6707,150333,74,65,44,23,28,35,36,30,NORMAL,5510
1/12/18,Tatuapé,-23.5402,-46.5765,70919,65,55,55,22,37,9,43,4,NORMAL,5772
4/5/18,Tatuapé,-23.5402,-46.5765,69458,16,7,49,12,9,29,32,40,REABASTECER,5855
11/24/18,Faria Lima,-23.5675,-46.6929,51990,77,45,34,43,5,12,26,41,REABASTECER,8244
4/6/18,Butantã,-23.5844,-46.7252,65945,31,65,57,30,18,22,8,41,NORMAL,9456
8/8/19,Butantã,-23.5844,-46.7252,64623,58,59,44,35,39,22,29,8,NORMAL,9938
4/22/18,Brás,-23.5451,-46.6162,71441,15,65,12,31,32,29,16,19,NORMAL,4432
10/9/19,Luz,-23.5365,-46.6332,124902,40,40,8,40,14,11,28,12,REABASTECER,11439
11/23/19,Tamanduateí,-23.5929,-46.5897,51736,61,33,46,18,20,21,12,43,NORMAL,3563
10/2/18,Sé,-23.55,-46.6333,193529,43,32,56,17,14,15,24,16,NORMAL,3872
7/4/19,Ana Rosa,-23.5813,-46.6383,64655,39,63,46,43,33,13,19,26,NORMAL,12064
7/1/19,Barra Funda,-23.5542,-46.6707,148064,22,21,65,7,43,21,10,35,NORMAL,5581
12/29/19,Barra Funda,-23.5542,-46.6707,147094,57,3,4,31,27,28,40,32,NORMAL,5759
11/30/18,Brás,-23.5451,-46.6162,74067,39,63,21,34,4,13,37,43,REABASTECER,4650
4/6/19,Brás,-23.5451,-46.6162,73010,86,4,65,38,10,38,39,35,REABASTECER,4776
10/29/18,São Judas,-23.6255,-46.6411,13644,34,15,52,8,30,13,8,19,NORMAL,13259
5/8/19,São Judas,-23.6255,-46.6411,15466,54,32,65,17,43,35,9,36,NORMAL,13448
2/10/18,Vila Mariana,-23.5895,-46.6346,22261,54,41,61,13,24,21,23,7,NORMAL,13720
4/22/19,Higienópolis-Mackenzie,-23.5488,-46.6519,90669,86,26,48,14,9,16,31,38,NORMAL,7672
7/24/18,Ana Rosa,-23.5813,-46.6383,67357,9,2,35,9,4,5,38,17,NORMAL,11724
11/26/18,Ana Rosa,-23.5813,-46.6383,64232,66,12,32,17,21,4,38,43,NORMAL,11846
6/26/18,Tamanduateí,-23.5929,-46.5897,49688,74,42,45,6,25,32,40,28,REABASTECER,3056
2/19/19,Tamanduateí,-23.5929,-46.5897,50849,78,62,18,6,28,20,21,25,REABASTECER,3289
9/12/19,Tamanduateí,-23.5929,-46.5897,50066,74,30,27,43,18,22,29,37,NORMAL,3492
11/8/19,São Joaquim,-23.5618,-46.6389,34540,19,56,61,23,43,13,29,31,NORMAL,12908
5/27/18,São Judas,-23.6255,-46.6411,15447,70,35,56,20,18,22,40,35,NORMAL,13107
11/11/19,Sé,-23.55,-46.6333,192971,86,55,7,15,11,43,13,28,REABASTECER,4271
8/17/19,São Judas,-23.6255,-46.6411,14516,15,32,60,41,15,12,10,19,NORMAL,13547
7/15/18,Brás,-23.5451,-46.6162,72400,6,65,54,31,16,12,20,14,NORMAL,4515
1/18/18,Barra Funda,-23.5542,-46.6707,147371,86,37,27,39,18,25,22,20,NORMAL,5058
9/9/18,Barra Funda,-23.5542,-46.6707,149242,50,4,36,15,11,30,38,26,NORMAL,5289
5/29/18,Barra Funda,-23.5542,-46.6707,149518,86,21,15,13,4,34,5,34,REABASTECER,5189
2/26/18,República,-23.5436,-46.6434,110199,86,30,30,39,33,39,36,39,NORMAL,6536
1/3/18,Pinheiros,-23.5664,-46.703,78230,65,48,50,40,35,35,33,32,NORMAL,8643
4/5/18,Pinheiros,-23.5664,-46.703,79598,22,7,3,40,12,30,41,30,REABASTECER,8735
4/5/19,Butantã,-23.5844,-46.7252,65021,38,25,65,17,20,43,16,29,NORMAL,9815
12/3/19,Butantã,-23.5844,-46.7252,67118,66,46,41,28,33,24,34,7,NORMAL,10053
8/3/18,Fradique Coutinho,-23.5661,-46.6841,33899,8,33,44,5,36,38,18,36,REABASTECER,10293
2/28/19,Fradique Coutinho,-23.5661,-46.6841,36078,48,55,41,26,40,26,7,40,NORMAL,10498
7/24/19,Fradique Coutinho,-23.5661,-46.6841,36744,73,65,5,27,19,19,24,6,REABASTECER,10644
2/22/19,São Joaquim,-23.5618,-46.6389,35810,73,41,14,40,10,43,16,28,NORMAL,12652
7/28/19,São Joaquim,-23.5618,-46.6389,33788,13,31,3,38,31,4,8,29,REABASTECER,12808
1/18/19,São Judas,-23.6255,-46.6411,17282,86,59,23,43,36,10,30,37,NORMAL,13338
1/22/18,Eucaliptos,-23.61,-46.6686,23298,60,5,57,42,2,8,34,40,REABASTECER,15862
3/9/18,Paraíso,-23.57677,-46.63933,73639,17,55,41,41,22,34,24,41,NORMAL,69
7/9/18,São Joaquim,-23.5618,-46.6389,34504,59,42,37,36,25,15,39,12,NORMAL,12429
4/25/18,Faria Lima,-23.5675,-46.6929,51546,5,5,55,5,13,9,14,19,REABASTECER,8035
8/18/18,São Joaquim,-23.5618,-46.6389,32889,3,16,27,5,7,6,19,16,REABASTECER,12468
9/5/19,Faria Lima,-23.5675,-46.6929,52013,73,30,19,43,25,43,7,38,NORMAL,8525
7/26/18,Vila Mariana,-23.5895,-46.6346,22147,22,43,29,43,10,28,15,15,NORMAL,13886
5/29/18,Brooklin,-23.6263,-46.6878,29150,46,9,46,7,8,34,10,18,NORMAL,14549
11/24/18,Butantã,-23.5844,-46.7252,66138,86,62,47,11,4,42,41,22,NORMAL,9684
7/18/19,Campo Belo,-23.6188,-46.6823,24340,24,29,54,5,11,22,37,4,REABASTECER,15678
8/14/19,Brooklin,-23.6263,-46.6878,29201,15,29,15,24,13,16,43,30,NORMAL,14984
9/4/19,Fradique Coutinho,-23.5661,-46.6841,34367,46,65,60,1,43,29,31,33,REABASTECER,10684
7/13/18,Eucaliptos,-23.61,-46.6686,22947,86,11,8,43,34,13,43,13,NORMAL,16033
7/5/18,Brigadeiro,-23.5683,-46.6482,46637,86,9,53,17,43,38,29,11,NORMAL,905
8/29/18,Brigadeiro,-23.5683,-46.6482,46288,21,58,14,16,24,22,25,25,NORMAL,959
12/30/18,Consolação,-23.5581,-46.6606,111771,11,18,16,37,36,29,17,20,REABASTECER,2520
11/12/19,Tamanduateí,-23.5929,-46.5897,49840,76,41,54,13,29,7,12,43,NORMAL,3552
10/10/18,Brás,-23.5451,-46.6162,74278,15,47,26,38,1,37,29,37,REABASTECER,4600
11/15/19,Barra Funda,-23.5542,-46.6707,147916,77,23,8,18,4,33,35,15,NORMAL,5715
12/28/18,Higienópolis-Mackenzie,-23.5488,-46.6519,93485,6,53,21,36,10,25,14,32,NORMAL,7558
5/22/19,Butantã,-23.5844,-46.7252,67231,23,62,60,16,16,10,27,16,NORMAL,9862
12/2/19,Butantã,-23.5844,-46.7252,66181,73,49,49,34,36,30,37,9,NORMAL,10052
8/11/19,Ana Rosa,-23.5813,-46.6383,65676,24,57,55,9,19,19,4,33,REABASTECER,12101
4/23/18,São Judas,-23.6255,-46.6411,17134,45,60,29,36,21,43,35,41,NORMAL,13073
9/27/18,São Judas,-23.6255,-46.6411,16519,5,19,5,27,22,39,12,20,REABASTECER,13227
10/12/19,São Judas,-23.6255,-46.6411,14993,73,26,61,4,5,22,5,5,REABASTECER,13602
12/13/18,Campo Belo,-23.6188,-46.6823,26926,30,8,40,31,5,28,23,12,NORMAL,15463
1/21/18,Eucaliptos,-23.61,-46.6686,21930,67,13,61,43,8,11,37,43,NORMAL,15861
3/9/19,Brás,-23.5451,-46.6162,74384,18,28,58,24,38,27,13,38,NORMAL,4749
11/3/18,Consolação,-23.5581,-46.6606,112959,33,44,65,14,17,34,29,26,NORMAL,2463
8/8/18,Barra Funda,-23.5542,-46.6707,150056,14,18,47,32,12,34,23,30,NORMAL,5258
11/20/18,Tatuapé,-23.5402,-46.5765,69302,10,27,40,39,18,2,27,16,REABASTECER,6080
2/12/18,Tatuapé,-23.5402,-46.5765,69821,24,7,32,21,38,12,40,9,NORMAL,5802
5/22/18,República,-23.5436,-46.6434,108259,10,35,22,30,32,12,14,30,REABASTECER,6622
1/28/19,Tamanduateí,-23.5929,-46.5897,51968,38,59,24,37,17,14,16,18,NORMAL,3268
1/18/18,Higienópolis-Mackenzie,-23.5488,-46.6519,92873,86,28,8,30,17,30,22,14,REABASTECER,7218
8/26/18,Higienópolis-Mackenzie,-23.5488,-46.6519,93202,72,44,28,27,37,33,43,33,NORMAL,7436
7/24/19,República,-23.5436,-46.6434,108783,3,11,50,10,11,7,32,22,NORMAL,7044
2/8/19,Higienópolis-Mackenzie,-23.5488,-46.6519,90411,37,13,15,23,43,33,26,43,NORMAL,7598
8/27/18,Barra Funda,-23.5542,-46.6707,148316,86,28,65,22,17,20,35,31,NORMAL,5277
5/15/18,Trianon-Masp,-23.5634,-46.6544,44189,65,13,47,25,28,43,26,37,NORMAL,1575
7/30/18,Trianon-Masp,-23.5634,-46.6544,42426,36,50,35,37,28,28,9,3,REABASTECER,1650
6/4/19,Brigadeiro,-23.5683,-46.6482,46000,28,65,61,40,29,35,28,18,NORMAL,1234
6/17/19,Brigadeiro,-23.5683,-46.6482,48723,76,51,43,39,8,39,27,9,NORMAL,1247
8/7/18,Consolação,-23.5581,-46.6606,113200,14,13,65,17,11,31,21,27,NORMAL,2377
9/2/18,Consolação,-23.5581,-46.6606,112194,43,54,21,24,39,43,16,6,NORMAL,2402
3/20/19,Trianon-Masp,-23.5634,-46.6544,45736,12,40,33,7,35,12,21,10,NORMAL,1880
5/7/18,Consolação,-23.5581,-46.6606,114723,52,43,49,3,43,40,37,32,NORMAL,2287
5/4/19,Tamanduateí,-23.5929,-46.5897,52292,10,38,13,15,20,38,20,28,REABASTECER,3364
11/1/19,Consolação,-23.5581,-46.6606,114568,78,8,15,3,18,19,33,28,REABASTECER,2821
6/16/18,Sé,-23.55,-46.6333,194684,35,6,60,40,43,43,43,39,REABASTECER,3766
12/8/18,Sé,-23.55,-46.6333,194795,23,65,65,27,34,35,33,26,NORMAL,3938
5/19/19,Sé,-23.55,-46.6333,194090,32,19,53,41,10,43,39,43,NORMAL,4099
9/12/18,Paraíso,-23.57677,-46.63933,72119,32,41,35,36,5,23,34,24,NORMAL,252
1/11/18,Brás,-23.5451,-46.6162,72486,76,11,58,8,4,6,43,5,REABASTECER,4331
9/13/19,Paraíso,-23.57677,-46.63933,71020,67,36,50,16,10,30,30,18,NORMAL,613
2/6/19,Sé,-23.55,-46.6333,192773,7,36,57,33,19,10,21,6,NORMAL,3996
6/5/19,Brás,-23.5451,-46.6162,73443,25,48,51,20,28,19,4,15,NORMAL,4835
