Tempo,Estacao,LAT,LONG,Original_473,Original_269,Zero,Maca_Verde,Tangerina,Citrus,Acai_Guarana,Pessego,TARGET
2018-07-19,Brigadeiro,-23.5683,-46.6482,49,52,24,17,30,43,19,33,NORMAL
2019-12-05,Consolação,-23.5581,-46.6606,6,65,54,39,11,26,34,27,REABASTECER
2018-06-09,Tamanduateí,-23.5929,-46.5897,77,10,37,12,6,40,26,15,NORMAL
2019-02-18,Tamanduateí,-23.5929,-46.5897,86,65,27,8,30,25,26,27,NORMAL
2019-05-13,Tamanduateí,-23.5929,-46.5897,7,45,16,23,26,20,26,38,NORMAL
2019-01-18,Sé,-23.55,-46.6333,86,13,47,35,43,28,12,33,NORMAL
2019-01-30,Sé,-23.55,-46.6333,67,9,28,5,43,28,5,33,NORMAL
2019-07-09,Sé,-23.55,-46.6333,54,47,9,8,18,8,8,13,REABASTECER
2019-09-25,Sé,-23.55,-46.6333,77,17,15,31,15,14,28,43,NORMAL
2018-06-19,Brás,-23.5451,-46.6162,8,46,25,19,41,42,34,43,NORMAL
2018-05-18,Barra Funda,-23.5542,-46.6707,23,29,33,13,10,31,4,39,REABASTECER
2018-09-30,Barra Funda,-23.5542,-46.6707,32,8,42,43,17,43,37,23,NORMAL
2019-06-22,Barra Funda,-23.5542,-46.6707,16,12,65,43,40,8,43,32,NORMAL
2018-02-03,Tatuapé,-23.5402,-46.5765,23,47,28,11,31,43,31,43,NORMAL
2018-05-16,Tatuapé,-23.5402,-46.5765,76,65,25,37,6,28,43,43,NORMAL
2018-09-08,Tatuapé,-23.5402,-46.5765,13,58,18,18,11,21,18,23,NORMAL
2018-12-27,Tatuapé,-23.5402,-46.5765,86,55,29,14,43,22,4,8,REABASTECER
2019-11-05,Tatuapé,-23.5402,-46.5765,18,61,31,40,40,31,31,40,NORMAL
2018-12-03,República,-23.5436,-46.6434,21,20,55,18,5,42,22,43,NORMAL
2019-01-26,República,-23.5436,-46.6434,35,26,47,10,4,26,36,36,REABASTECER
2019-08-28,República,-23.5436,-46.6434,86,49,23,14,43,19,23,36,NORMAL
2018-09-05,Higienópolis-Mackenzie,-23.5488,-46.6519,74,53,29,6,3,8,10,36,REABASTECER
2018-07-25,Faria Lima,-23.5675,-46.6929,33,11,9,28,9,27,33,43,REABASTECER
2019-01-10,Faria Lima,-23.5675,-46.6929,74,22,45,28,36,6,9,29,REABASTECER
2019-02-23,Faria Lima,-23.5675,-46.6929,86,29,55,2,36,27,8,31,REABASTECER
2019-04-16,Faria Lima,-23.5675,-46.6929,24,35,12,30,34,21,23,8,NORMAL
2019-10-25,Faria Lima,-23.5675,-46.6929,33,33,10,37,43,17,19,43,NORMAL
2018-01-24,Pinheiros,-23.5664,-46.703,20,53,38,12,43,30,27,8,NORMAL
2018-10-02,Pinheiros,-23.5664,-46.703,8,33,14,22,41,40,43,1,NORMAL
2018-10-10,Butantã,-23.5844,-46.7252,74,35,40,31,8,15,41,11,NORMAL
2019-01-10,Butantã,-23.5844,-46.7252,70,8,65,24,31,30,30,35,NORMAL
2019-02-28,Butantã,-23.5844,-46.7252,34,47,4,6,43,15,36,7,REABASTECER
2019-09-10,Butantã,-23.5844,-46.7252,86,11,20,40,30,43,30,9,NORMAL
2018-02-07,Fradique Coutinho,-23.5661,-46.6841,86,32,5,10,30,43,23,36,NORMAL
2018-10-07,Luz,-23.5365,-46.6332,21,14,57,17,37,6,31,26,NORMAL
2019-01-13,Luz,-23.5365,-46.6332,26,25,49,8,3,37,36,5,REABASTECER
2019-02-18,Luz,-23.5365,-46.6332,43,57,5,32,9,16,39,40,NORMAL
2018-11-15,Ana Rosa,-23.5813,-46.6383,4,8,55,41,19,28,30,43,REABASTECER
2019-01-17,Ana Rosa,-23.5813,-46.6383,78,45,21,43,8,43,11,8,NORMAL
2018-01-04,São Joaquim,-23.5618,-46.6389,51,49,40,36,25,30,28,30,NORMAL
2018-07-27,São Joaquim,-23.5618,-46.6389,64,62,41,21,43,43,8,43,NORMAL
2018-05-29,São Judas,-23.6255,-46.6411,50,26,40,12,10,19,32,23,NORMAL
2018-03-21,Vila Mariana,-23.5895,-46.6346,4,29,32,12,37,41,35,23,REABASTECER
2019-03-28,Vila Mariana,-23.5895,-46.6346,79,33,15,18,26,29,26,17,NORMAL
2018-09-05,São Judas,-23.6255,-46.6411,36,35,25,14,18,24,9,20,NORMAL
2019-05-15,São Judas,-23.6255,-46.6411,66,61,19,34,16,16,24,8,NORMAL
2018-10-18,Vila Mariana,-23.5895,-46.6346,49,16,12,20,27,30,29,43,NORMAL
2019-11-25,Vila Mariana,-23.5895,-46.6346,79,26,19,16,43,22,1,43,NORMAL
2018-12-17,Higienópolis-Mackenzie,-23.5488,-46.6519,28,57,39,32,11,20,20,33,NORMAL
2019-01-26,Higienópolis-Mackenzie,-23.5488,-46.6519,74,24,29,20,13,28,33,7,NORMAL
2019-08-09,Higienópolis-Mackenzie,-23.5488,-46.6519,62,53,7,23,39,23,22,6,NORMAL
2019-06-08,Faria Lima,-23.5675,-46.6929,46,53,35,42,1,30,43,11,REABASTECER
2019-07-29,Fradique Coutinho,-23.5661,-46.6841,28,33,36,13,43,37,43,31,NORMAL
2019-09-04,Fradique Coutinho,-23.5661,-46.6841,46,65,60,1,43,29,31,33,REABASTECER
2019-11-22,Luz,-23.5365,-46.6332,68,18,52,30,10,41,31,6,REABASTECER
2019-06-01,São Judas,-23.6255,-46.6411,63,29,55,29,31,43,7,25,NORMAL
2018-10-20,Brooklin,-23.6263,-46.6878,57,41,42,37,12,34,37,5,NORMAL
2018-11-18,Brooklin,-23.6263,-46.6878,54,47,15,40,28,34,9,4,REABASTECER
2019-01-30,Campo Belo,-23.6188,-46.6823,16,55,30,21,34,40,10,3,REABASTECER
2018-01-27,Eucaliptos,-23.61,-46.6686,12,41,21,16,22,43,19,22,REABASTECER
2018-12-17,Eucaliptos,-23.61,-46.6686,24,14,54,10,29,43,40,13,NORMAL
2019-06-09,Eucaliptos,-23.61,-46.6686,49,29,43,6,23,32,4,38,NORMAL
2018-04-07,Moema,-23.5489,-46.6388,6,24,21,19,43,36,28,37,REABASTECER
2018-03-06,Brigadeiro,-23.5683,-46.6482,51,18,9,27,6,37,33,12,REABASTECER
2019-05-19,Trianon-Masp,-23.5634,-46.6544,64,35,13,21,7,23,43,12,NORMAL
2019-05-03,Brigadeiro,-23.5683,-46.6482,62,65,25,11,29,17,28,23,NORMAL
2018-03-18,Trianon-Masp,-23.5634,-46.6544,35,33,60,30,43,15,31,27,NORMAL
2019-11-16,Trianon-Masp,-23.5634,-46.6544,69,46,26,7,30,26,16,43,NORMAL
2019-04-03,Consolação,-23.5581,-46.6606,78,16,32,6,22,18,16,25,NORMAL
2018-04-09,Tamanduateí,-23.5929,-46.5897,33,65,48,25,37,43,18,33,NORMAL
2018-07-18,Tamanduateí,-23.5929,-46.5897,12,33,23,29,15,34,19,27,NORMAL
2018-12-10,Tamanduateí,-23.5929,-46.5897,77,60,53,19,26,19,37,34,NORMAL
2019-05-23,Sé,-23.55,-46.6333,77,55,27,30,33,30,21,26,NORMAL
2018-08-06,Brás,-23.5451,-46.6162,55,59,53,15,19,38,34,3,NORMAL
2019-03-29,Brás,-23.5451,-46.6162,74,51,52,19,43,14,23,19,NORMAL
2018-10-14,Barra Funda,-23.5542,-46.6707,76,55,16,1,4,30,23,6,REABASTECER
2018-07-26,República,-23.5436,-46.6434,48,21,50,13,35,10,13,43,NORMAL
2019-11-06,República,-23.5436,-46.6434,48,33,24,14,30,10,22,19,NORMAL
2019-04-30,Faria Lima,-23.5675,-46.6929,68,23,41,34,21,16,9,33,NORMAL
2019-06-09,Faria Lima,-23.5675,-46.6929,38,49,28,36,43,26,38,6,REABASTECER
2018-04-25,Pinheiros,-23.5664,-46.703,86,34,59,6,15,16,43,37,NORMAL
2018-06-21,Pinheiros,-23.5664,-46.703,71,9,16,38,38,34,43,27,REABASTECER
2019-12-15,Pinheiros,-23.5664,-46.703,61,61,65,8,33,12,26,43,NORMAL
2019-08-02,Butantã,-23.5844,-46.7252,27,29,15,13,20,43,12,37,NORMAL
2018-01-25,Fradique Coutinho,-23.5661,-46.6841,30,45,22,11,33,42,27,34,NORMAL
2018-07-11,Fradique Coutinho,-23.5661,-46.6841,44,25,61,33,43,19,24,39,NORMAL
2018-05-24,Luz,-23.5365,-46.6332,37,47,57,35,17,30,24,21,NORMAL
2018-06-12,Luz,-23.5365,-46.6332,34,17,65,30,23,20,43,34,NORMAL
2019-02-08,Luz,-23.5365,-46.6332,52,65,65,21,43,43,32,35,NORMAL
2019-05-01,Luz,-23.5365,-46.6332,13,17,38,43,16,40,6,37,REABASTECER
2018-07-01,Ana Rosa,-23.5813,-46.6383,58,14,10,20,13,29,1,21,NORMAL
2018-07-28,Ana Rosa,-23.5813,-46.6383,54,44,10,41,33,39,22,43,NORMAL
2019-06-12,Ana Rosa,-23.5813,-46.6383,78,48,12,35,43,27,26,21,NORMAL
2018-02-13,São Joaquim,-23.5618,-46.6389,9,11,14,41,43,39,5,14,REABASTECER
2018-06-02,São Joaquim,-23.5618,-46.6389,67,32,5,13,37,11,6,18,NORMAL
2019-08-08,São Joaquim,-23.5618,-46.6389,6,29,65,15,31,14,14,32,NORMAL
2019-08-27,São Joaquim,-23.5618,-46.6389,86,46,57,32,6,7,23,37,NORMAL
2019-03-15,São Judas,-23.6255,-46.6411,31,31,36,18,20,43,43,29,NORMAL
2019-02-26,Brooklin,-23.6263,-46.6878,30,58,10,43,15,5,31,4,NORMAL
2018-11-06,Campo Belo,-23.6188,-46.6823,23,17,31,21,43,38,11,34,NORMAL
2018-06-09,Eucaliptos,-23.61,-46.6686,20,24,52,15,43,26,4,43,REABASTECER
2019-07-23,Eucaliptos,-23.61,-46.6686,67,62,65,36,29,19,36,41,NORMAL
2019-08-17,Eucaliptos,-23.61,-46.6686,8,47,26,15,25,41,28,37,NORMAL
2019-11-19,Eucaliptos,-23.61,-46.6686,74,23,6,14,9,19,27,20,NORMAL
2018-07-20,Trianon-Masp,-23.5634,-46.6544,51,63,45,28,24,18,43,43,NORMAL
2019-12-17,Consolação,-23.5581,-46.6606,72,47,39,9,11,34,27,26,NORMAL
2018-12-24,Tamanduateí,-23.5929,-46.5897,28,56,9,15,12,9,24,20,REABASTECER
2019-11-11,Sé,-23.55,-46.6333,86,55,7,15,11,43,13,28,REABASTECER
2018-03-30,Brás,-23.5451,-46.6162,43,18,41,16,39,20,19,20,NORMAL
2018-10-07,Brás,-23.5451,-46.6162,51,58,48,5,18,5,43,8,NORMAL
2018-06-20,Barra Funda,-23.5542,-46.6707,42,26,65,22,5,43,14,3,REABASTECER
2018-10-20,Barra Funda,-23.5542,-46.6707,22,25,49,27,30,13,43,22,NORMAL
2019-08-10,Barra Funda,-23.5542,-46.6707,86,52,65,38,7,4,24,15,REABASTECER
2018-02-13,Tatuapé,-23.5402,-46.5765,15,65,26,19,36,8,36,5,REABASTECER
2019-12-25,Higienópolis-Mackenzie,-23.5488,-46.6519,49,51,32,43,20,6,37,11,REABASTECER
2018-11-14,Faria Lima,-23.5675,-46.6929,86,35,33,33,4,43,21,38,NORMAL
2019-07-05,Butantã,-23.5844,-46.7252,36,43,27,21,43,12,37,14,NORMAL
2019-08-02,Faria Lima,-23.5675,-46.6929,41,11,35,19,25,34,5,41,NORMAL
2018-01-16,Butantã,-23.5844,-46.7252,9,37,22,38,25,43,27,25,REABASTECER
2018-02-25,Luz,-23.5365,-46.6332,73,57,8,16,23,6,41,39,NORMAL
2018-10-02,Luz,-23.5365,-46.6332,75,37,22,36,14,24,11,43,NORMAL
2019-01-12,Luz,-23.5365,-46.6332,33,29,57,13,7,41,38,11,NORMAL
2018-03-26,Ana Rosa,-23.5813,-46.6383,39,39,65,7,22,25,36,9,NORMAL
2019-12-23,Ana Rosa,-23.5813,-46.6383,86,38,65,32,37,6,21,40,REABASTECER
2018-05-27,São Judas,-23.6255,-46.6411,70,35,56,20,18,22,40,35,NORMAL
2018-08-10,São Judas,-23.6255,-46.6411,25,35,65,4,27,26,21,43,REABASTECER
2018-11-12,Campo Belo,-23.6188,-46.6823,54,47,65,43,22,27,27,13,NORMAL
2018-05-20,Eucaliptos,-23.61,-46.6686,33,65,47,29,35,2,4,38,REABASTECER
2019-08-24,Eucaliptos,-23.61,-46.6686,28,10,48,35,43,20,43,7,NORMAL
2018-07-02,Moema,-23.5489,-46.6388,39,34,22,39,40,38,28,40,NORMAL
2018-04-16,Paraíso,-23.57677,-46.63933,6,24,57,22,31,6,4,8,NORMAL
2018-06-23,Brigadeiro,-23.5683,-46.6482,27,24,65,16,4,33,34,10,NORMAL
2019-02-06,Brigadeiro,-23.5683,-46.6482,43,65,41,33,6,43,28,23,NORMAL
2018-05-20,Trianon-Masp,-23.5634,-46.6544,19,55,14,13,5,32,8,19,NORMAL
2018-02-18,Tamanduateí,-23.5929,-46.5897,77,48,7,36,25,21,8,28,REABASTECER
2018-10-05,Sé,-23.55,-46.6333,12,23,38,8,6,8,14,6,REABASTECER
2019-11-18,Sé,-23.55,-46.6333,17,7,26,43,28,28,34,40,REABASTECER
2019-11-20,Sé,-23.55,-46.6333,86,63,11,35,21,22,26,29,NORMAL
2018-09-01,Tatuapé,-23.5402,-46.5765,77,32,65,37,3,43,6,8,NORMAL
2019-08-30,Tatuapé,-23.5402,-46.5765,34,29,6,5,43,28,33,36,NORMAL
2019-01-25,Higienópolis-Mackenzie,-23.5488,-46.6519,86,29,36,20,16,31,38,11,NORMAL
2018-10-05,Faria Lima,-23.5675,-46.6929,42,65,48,28,33,23,43,14,NORMAL
2019-01-01,Faria Lima,-23.5675,-46.6929,78,14,37,18,25,36,38,29,NORMAL
2019-02-16,Faria Lima,-23.5675,-46.6929,73,4,39,28,15,40,39,20,REABASTECER
2019-06-21,Faria Lima,-23.5675,-46.6929,1,55,58,15,37,30,28,41,REABASTECER
2018-07-23,Pinheiros,-23.5664,-46.703,4,16,11,20,9,25,7,25,REABASTECER
2019-11-24,Pinheiros,-23.5664,-46.703,7,52,17,15,37,6,33,6,REABASTECER
2019-06-10,Butantã,-23.5844,-46.7252,18,65,65,40,22,34,5,23,REABASTECER
2018-08-22,Fradique Coutinho,-23.5661,-46.6841,86,56,46,33,4,13,24,6,NORMAL
2019-04-20,Fradique Coutinho,-23.5661,-46.6841,49,23,33,7,12,20,8,11,NORMAL
2018-11-22,Luz,-23.5365,-46.6332,12,20,16,35,33,40,17,13,REABASTECER
2018-08-30,Ana Rosa,-23.5813,-46.6383,4,37,14,36,38,38,17,37,REABASTECER
2019-05-24,São Joaquim,-23.5618,-46.6389,42,11,22,27,27,34,15,11,NORMAL
2019-06-06,São Joaquim,-23.5618,-46.6389,6,16,65,27,25,38,9,5,NORMAL
2019-05-15,Brooklin,-23.6263,-46.6878,40,40,20,33,43,35,14,22,NORMAL
2018-05-18,Eucaliptos,-23.61,-46.6686,54,13,59,32,43,9,12,43,NORMAL
2019-12-17,Eucaliptos,-23.61,-46.6686,79,20,7,10,22,23,6,34,REABASTECER
2019-11-08,Butantã,-23.5844,-46.7252,47,65,21,25,40,19,5,35,REABASTECER
2019-04-03,Luz,-23.5365,-46.6332,29,44,21,39,37,43,35,26,NORMAL
2018-07-16,Ana Rosa,-23.5813,-46.6383,86,54,22,30,43,27,29,5,REABASTECER
2019-02-11,Ana Rosa,-23.5813,-46.6383,25,31,51,11,43,7,43,43,NORMAL
2019-12-20,Ana Rosa,-23.5813,-46.6383,23,56,23,43,12,14,36,7,NORMAL
2019-05-06,São Joaquim,-23.5618,-46.6389,30,60,65,39,7,5,7,2,NORMAL
2018-07-25,São Judas,-23.6255,-46.6411,22,61,39,43,6,30,40,20,REABASTECER
2019-11-22,São Judas,-23.6255,-46.6411,20,36,50,25,21,36,13,12,NORMAL
2018-02-07,Vila Mariana,-23.5895,-46.6346,86,54,13,24,37,27,39,23,NORMAL
2019-01-03,Vila Mariana,-23.5895,-46.6346,22,10,1,4,27,22,18,9,NORMAL
2019-01-21,Vila Mariana,-23.5895,-46.6346,28,31,22,36,2,43,38,23,NORMAL
2018-05-30,Campo Belo,-23.6188,-46.6823,10,60,16,26,21,38,35,14,NORMAL
2018-09-30,Campo Belo,-23.6188,-46.6823,26,52,48,34,26,39,26,13,NORMAL
2018-01-06,Eucaliptos,-23.61,-46.6686,33,39,32,15,25,27,26,26,NORMAL
2018-10-10,Eucaliptos,-23.61,-46.6686,65,14,37,33,11,19,32,38,NORMAL
2019-05-30,Higienópolis-Mackenzie,-23.5488,-46.6519,59,65,49,25,14,27,22,8,NORMAL
2019-06-08,Higienópolis-Mackenzie,-23.5488,-46.6519,75,10,52,5,19,28,31,14,NORMAL
2019-11-26,Higienópolis-Mackenzie,-23.5488,-46.6519,72,13,30,9,43,43,27,5,NORMAL
2018-06-19,Faria Lima,-23.5675,-46.6929,19,12,65,35,35,43,15,11,NORMAL
2018-10-01,Faria Lima,-23.5675,-46.6929,79,27,11,39,8,39,14,31,NORMAL
2019-05-28,Faria Lima,-23.5675,-46.6929,66,34,40,36,35,16,33,43,NORMAL
2019-12-16,Faria Lima,-23.5675,-46.6929,77,30,49,20,3,23,28,16,NORMAL
2019-08-09,Pinheiros,-23.5664,-46.703,22,54,23,8,12,31,18,20,NORMAL
2019-01-20,Butantã,-23.5844,-46.7252,53,20,51,27,35,43,34,36,NORMAL
2019-01-27,Butantã,-23.5844,-46.7252,70,47,65,11,5,20,12,9,REABASTECER
2018-04-29,Luz,-23.5365,-46.6332,15,58,33,29,14,10,33,43,NORMAL
2018-09-10,Luz,-23.5365,-46.6332,32,48,52,43,22,33,8,6,REABASTECER
2019-02-25,Luz,-23.5365,-46.6332,55,16,21,8,22,39,17,9,NORMAL
2019-06-26,Luz,-23.5365,-46.6332,10,22,65,4,12,23,38,25,REABASTECER
2018-01-03,Ana Rosa,-23.5813,-46.6383,68,54,45,38,31,40,31,31,NORMAL
2018-09-28,Ana Rosa,-23.5813,-46.6383,3,65,65,5,6,24,36,12,REABASTECER
2019-07-08,Ana Rosa,-23.5813,-46.6383,86,38,11,33,20,3,5,9,NORMAL
2018-03-15,São Joaquim,-23.5618,-46.6389,62,50,57,40,6,15,43,18,NORMAL
2018-12-08,São Joaquim,-23.5618,-46.6389,20,55,65,7,11,15,43,14,NORMAL
2019-07-28,São Judas,-23.6255,-46.6411,17,16,7,25,12,43,43,43,NORMAL
2018-09-10,Vila Mariana,-23.5895,-46.6346,14,41,59,15,10,22,11,26,NORMAL
2018-09-14,Vila Mariana,-23.5895,-46.6346,68,13,33,43,36,9,40,9,NORMAL
2019-06-24,Vila Mariana,-23.5895,-46.6346,1,12,58,28,27,41,22,31,REABASTECER
2019-12-02,Vila Mariana,-23.5895,-46.6346,4,43,47,38,17,43,16,15,REABASTECER
2018-07-11,Brooklin,-23.6263,-46.6878,76,65,19,2,25,34,3,20,NORMAL
,Campo Belo,-23.6188,-46.6823,86,20,27,11,43,24,25,16,NORMAL
2019-08-22,Campo Belo,-23.6188,-46.6823,49,17,14,4,19,7,25,38,REABASTECER
2019-09-05,Eucaliptos,-23.61,-46.6686,2,65,37,29,43,33,37,6,NORMAL
2018-08-09,Moema,-23.5489,-46.6388,3,35,46,25,8,27,7,16,REABASTECER
2018-11-27,Moema,-23.5489,-46.6388,51,24,41,21,13,39,10,28,NORMAL
2018-08-15,Consolação,-23.5581,-46.6606,36,24,9,31,22,7,29,38,REABASTECER
2018-03-10,Tamanduateí,-23.5929,-46.5897,37,52,55,8,23,41,41,22,NORMAL
2018-07-03,Tamanduateí,-23.5929,-46.5897,86,55,4,29,43,43,6,38,NORMAL
2019-08-09,Tamanduateí,-23.5929,-46.5897,39,54,49,14,37,30,23,5,NORMAL
2019-08-29,Tamanduateí,-23.5929,-46.5897,31,63,53,31,33,14,32,4,REABASTECER
2019-06-26,Barra Funda,-23.5542,-46.6707,66,55,36,29,22,36,31,13,NORMAL
2018-02-14,Tatuapé,-23.5402,-46.5765,8,58,16,16,32,2,31,43,NORMAL
2018-03-06,Tatuapé,-23.5402,-46.5765,36,58,55,36,3,13,36,38,REABASTECER
2018-04-14,Tatuapé,-23.5402,-46.5765,18,5,55,25,13,7,40,4,REABASTECER
2018-03-03,República,-23.5436,-46.6434,9,52,56,14,43,21,9,10,REABASTECER
2019-05-10,República,-23.5436,-46.6434,60,65,45,29,12,9,39,22,NORMAL
2019-05-04,Higienópolis-Mackenzie,-23.5488,-46.6519,61,28,32,15,38,25,36,28,NORMAL
2018-11-06,Pinheiros,-23.5664,-46.703,16,11,36,36,35,18,8,43,NORMAL
2019-05-15,Pinheiros,-23.5664,-46.703,67,33,10,20,4,24,5,43,REABASTECER
2018-08-09,Butantã,-23.5844,-46.7252,57,49,39,7,35,24,40,17,NORMAL
2019-01-22,Butantã,-23.5844,-46.7252,31,14,35,23,29,38,25,28,NORMAL
2019-05-23,Butantã,-23.5844,-46.7252,12,54,52,15,11,7,24,11,NORMAL
2019-07-06,Butantã,-23.5844,-46.7252,25,39,20,18,37,10,33,12,NORMAL
2019-01-13,Fradique Coutinho,-23.5661,-46.6841,76,65,30,5,7,33,18,8,REABASTECER
2019-02-24,Fradique Coutinho,-23.5661,-46.6841,86,18,6,37,12,37,27,13,NORMAL
2018-01-29,Vila Mariana,-23.5895,-46.6346,73,34,65,7,22,8,23,14,NORMAL
2019-12-13,Vila Mariana,-23.5895,-46.6346,73,42,37,7,9,2,9,20,NORMAL
2019-03-05,Brooklin,-23.6263,-46.6878,23,65,13,14,22,16,40,11,NORMAL
2019-01-21,Campo Belo,-23.6188,-46.6823,19,33,29,7,25,33,6,43,REABASTECER
2018-09-08,Moema,-23.5489,-46.6388,63,65,56,27,30,23,26,31,NORMAL
2019-04-09,Paraíso,-23.57677,-46.63933,8,65,60,16,23,16,30,7,REABASTECER
2019-10-10,Paraíso,-23.57677,-46.63933,75,9,37,7,36,7,43,43,NORMAL
2018-04-12,Brigadeiro,-23.5683,-46.6482,56,44,59,7,11,15,23,27,NORMAL
2019-06-05,Brigadeiro,-23.5683,-46.6482,17,62,56,37,23,32,25,12,NORMAL
2019-01-29,Trianon-Masp,-23.5634,-46.6544,7,30,51,7,20,10,43,43,NORMAL
2018-01-10,Consolação,-23.5581,-46.6606,86,65,65,16,6,22,1,9,NORMAL
2018-06-24,Consolação,-23.5581,-46.6606,86,18,34,39,43,39,26,22,NORMAL
2019-04-18,Consolação,-23.5581,-46.6606,20,45,59,6,5,9,29,13,REABASTECER
2018-03-16,Sé,-23.55,-46.6333,25,9,14,26,14,5,11,6,REABASTECER
2019-07-27,Sé,-23.55,-46.6333,57,12,12,37,32,37,15,26,NORMAL
2018-07-21,Luz,-23.5365,-46.6332,3,50,31,33,5,32,26,6,REABASTECER
2019-08-20,Luz,-23.5365,-46.6332,6,46,23,43,10,27,28,13,NORMAL
2019-12-25,São Joaquim,-23.5618,-46.6389,79,9,55,2,1,28,3,6,REABASTECER
2018-01-10,São Judas,-23.6255,-46.6411,14,12,4,20,9,12,6,5,REABASTECER
2019-06-27,Vila Mariana,-23.5895,-46.6346,66,58,34,22,11,36,7,19,NORMAL
2019-10-03,Campo Belo,-23.6188,-46.6823,86,34,4,7,14,21,35,8,REABASTECER
2018-07-15,Eucaliptos,-23.61,-46.6686,62,65,58,35,27,6,33,5,REABASTECER
2019-02-11,Eucaliptos,-23.61,-46.6686,86,11,11,7,24,16,8,18,NORMAL
2018-11-18,Moema,-23.5489,-46.6388,65,18,45,8,8,32,6,29,REABASTECER
2019-11-01,Hospital São Paulo,-23.5984,-46.6455,79,46,57,39,7,3,14,43,REABASTECER
2018-09-13,Brigadeiro,-23.5683,-46.6482,55,46,48,8,7,14,9,12,NORMAL
2019-10-07,Consolação,-23.5581,-46.6606,75,27,49,43,24,24,8,8,NORMAL
2018-02-08,Tamanduateí,-23.5929,-46.5897,86,41,23,26,21,43,6,24,REABASTECER
2019-04-08,Tamanduateí,-23.5929,-46.5897,9,56,65,23,12,35,37,39,REABASTECER
2018-01-03,Sé,-23.55,-46.6333,66,58,55,32,36,38,36,35,NORMAL
2018-01-24,São Joaquim,-23.5618,-46.6389,29,43,18,25,31,8,30,43,NORMAL
2018-12-25,São Joaquim,-23.5618,-46.6389,17,6,17,13,30,39,17,25,REABASTECER
2019-01-16,São Joaquim,-23.5618,-46.6389,74,9,17,28,24,26,13,38,REABASTECER
2019-04-07,São Joaquim,-23.5618,-46.6389,53,41,10,36,33,43,38,20,NORMAL
2018-01-21,Vila Mariana,-23.5895,-46.6346,66,7,53,30,13,23,11,37,NORMAL
2018-09-05,Brooklin,-23.6263,-46.6878,59,45,15,12,20,26,43,19,NORMAL
2019-03-28,Brooklin,-23.6263,-46.6878,57,12,60,13,24,12,40,43,NORMAL
2018-06-22,Moema,-23.5489,-46.6388,44,29,21,30,35,38,28,37,NORMAL
2019-09-06,Hospital São Paulo,-23.5984,-46.6455,35,30,32,12,5,13,21,13,REABASTECER
2019-05-15,Brigadeiro,-23.5683,-46.6482,25,8,65,16,25,11,17,19,REABASTECER
2018-01-28,Trianon-Masp,-23.5634,-46.6544,86,29,6,39,22,9,8,21,NORMAL
2018-07-25,Consolação,-23.5581,-46.6606,49,20,65,4,7,23,32,27,NORMAL
2019-01-07,Brás,-23.5451,-46.6162,39,27,23,41,28,5,10,22,REABASTECER
2019-07-10,Barra Funda,-23.5542,-46.6707,18,41,65,33,8,41,17,3,NORMAL
2018-04-06,Faria Lima,-23.5675,-46.6929,9,56,65,18,3,20,10,8,NORMAL
2018-05-15,Faria Lima,-23.5675,-46.6929,86,9,39,25,27,29,15,17,REABASTECER
2018-09-15,Faria Lima,-23.5675,-46.6929,66,52,55,42,20,11,41,10,NORMAL
2019-07-10,Faria Lima,-23.5675,-46.6929,86,14,34,6,37,16,43,8,REABASTECER
2018-01-05,Pinheiros,-23.5664,-46.703,47,42,34,34,28,29,25,28,NORMAL
2019-01-09,Pinheiros,-23.5664,-46.703,86,21,51,10,8,39,28,31,NORMAL
2019-02-21,Pinheiros,-23.5664,-46.703,21,42,29,41,43,42,36,32,NORMAL
2019-07-03,Pinheiros,-23.5664,-46.703,20,12,7,16,23,27,31,29,NORMAL
2019-11-02,Butantã,-23.5844,-46.7252,15,37,65,31,21,39,35,21,NORMAL
2018-03-14,Brás,-23.5451,-46.6162,40,45,22,26,11,25,3,41,REABASTECER
2019-04-17,Brás,-23.5451,-46.6162,65,12,48,4,4,40,35,39,NORMAL
2019-10-25,Tatuapé,-23.5402,-46.5765,26,61,30,42,28,15,31,33,NORMAL
2019-09-19,República,-23.5436,-46.6434,64,47,65,6,37,29,29,39,REABASTECER
2018-06-14,Higienópolis-Mackenzie,-23.5488,-46.6519,4,24,42,28,23,7,15,25,REABASTECER
2019-06-12,Higienópolis-Mackenzie,-23.5488,-46.6519,32,54,23,39,9,14,12,43,NORMAL
2019-06-13,Higienópolis-Mackenzie,-23.5488,-46.6519,20,44,15,38,4,8,9,37,REABASTECER
2018-06-13,Faria Lima,-23.5675,-46.6929,79,51,35,6,15,22,36,43,REABASTECER
2018-12-06,Faria Lima,-23.5675,-46.6929,55,27,17,17,41,16,21,38,NORMAL
2019-02-15,Butantã,-23.5844,-46.7252,70,65,23,39,17,15,37,14,NORMAL
2018-08-12,Fradique Coutinho,-23.5661,-46.6841,12,47,53,23,37,12,25,3,REABASTECER
2018-02-12,Luz,-23.5365,-46.6332,17,65,40,17,37,43,43,43,NORMAL
2018-11-16,Luz,-23.5365,-46.6332,75,53,61,15,11,11,39,39,NORMAL
2019-01-01,Luz,-23.5365,-46.6332,56,18,55,42,3,33,40,15,NORMAL
2019-03-05,Luz,-23.5365,-46.6332,35,7,17,31,28,10,18,15,NORMAL
